FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
삼원약국,경기도 안양시 만안구 박달로545번길 46 (안양동),월 10:30 - 21:00 | 화 10:30 - 21:00 | 수 10:30 - 21:00 | 목 10:30 - 21:00 | 금 10:30 - 21:00 | 토 10:30 - 21:00 | 일 정기휴무 (매주 일요일),031-443-1053,,37.40478516,126.913269
수정약국,경기 안양시 만안구 안양로 366,화 08:40 - 19:30 | 수 08:40 - 19:30 | 목 08:40 - 19:30 | 금 08:40 - 19:30 | 토 08:40 - 16:00 | 일 정기휴무 (매주 일요일) | 월 08:40 - 19:30,031-445-2373,,37.40400314,126.9174805
다보온누리약국,경기 안양시 만안구 안양천서로 177 메가트리아 단지내상가,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-446-3936,,37.39408112,126.9365158
세종온누리약국,경기도 안양시 만안구 안양로 148 (안양동),매일 08:30 - 01:00 ,031-449-6679,,37.38769531,126.9311295
봄온누리약국,경기 안양시 동안구 흥안대로 127,화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:30,031-451-5622,,37.37087631,126.9589691
인진약국,경기도 안양시 동안구 경수대로570번길 9 (호계동),월(9/16) 추석 연휴09:00 - 21:00 | 화(9/17) 추석09:00 - 21:00 | 수(9/18) 추석 연휴09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정보없음,031-454-9819,,37.37395477,126.9582214
고약국,경기 안양시 동안구 경수대로 529,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-455-7861,,37.3699913,126.9576416
그린프라자약국,경기도 안양시 동안구 경수대로 558 (호계동),월(9/16) 추석 연휴09:00 - 21:00 | 화(9/17) 추석09:00 - 21:00 | 수(9/18) 추석 연휴09:00 - 21:00 | 목 09:00 - 21:30 | 금 09:00 - 21:30 | 토 09:00 - 19:00 | 일 10:00 - 19:00,031-455-7900,,37.37252426,126.9581909
오행당약국,경기도 안양시 동안구 귀인로 100 (호계동),월(9/16) 추석 연휴09:30 - 22:30 | 화(9/17) 추석09:30 - 22:30 | 수(9/18) 추석 연휴09:30 - 22:30 | 목 09:00 - 22:30 | 금 09:00 - 22:30 | 토 09:00 - 22:30 | 일 09:30 - 22:30,031-456-1191,,37.38191223,126.9508591
의왕종로약국,경기 의왕시 사천2길 27 1층,수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 08:30 - 19:00 | 일 09:00 - 16:00 | 월 08:30 - 21:00 | 화 08:30 - 21:00,031-457-0480,,37.34627151,126.9771957
약사랑온누리약국,경기도 의왕시 원골로 6 (오전동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 18:00 | 일 정보없음,031-457-5577,,37.35811996,126.9672318
약초약국,경기 군포시 군포로 567 1층,화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 18:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:30,031-458-9962,,37.35663986,126.9468002
군포온누리약국,경기도 군포시 당동로31번길 6-1 (당동),월(9/16) 추석 연휴09:00 - 12:00 | 화(9/17) 추석09:00 - 12:00 | 수(9/18) 추석 연휴09:00 - 12:00 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 13:30 | 일 09:00 - 12:00,031-459-7503,,37.35092926,126.9438705
단비약국,경기 의왕시 부곡시장3길 4,화 09:00 - 18:30 | 13:00 - 14:00 휴게시간 | 수 09:00 - 18:30 | 13:00 - 14:00 휴게시간 | 목 09:00 - 18:30 | 13:00 - 14:00 휴게시간 | 금 09:00 - 18:30 | 13:00 - 14:00 휴게시간 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:30 | 13:00 - 14:00 휴게시간,031-461-7702,https://blog.naver.com/kya611,37.3188324,126.9525375
우리들약국,경기 의왕시 부곡시장길 29 우리들약국,수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:30 | 화 09:00 - 20:30,031-461-9462,,37.31904984,126.9519653
천사약국,경기 의왕시 부곡시장3길 3 1층,화 09:00 - 18:00 | 수 09:00 - 13:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:00,031-462-8004,,37.31900787,126.9524612
일번가약국,경기 안양시 만안구 병목안로 2 PROJECT 240 TOWER 1층,수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 15:00 | 일 09:30 - 13:00 | 월 08:30 - 19:30 | 화 08:30 - 19:30,031-463-5855,https://blog.naver.com/dodampharmacy21,37.39994431,126.9198837
삼성프라자약국,경기 안양시 만안구 안양천서로 311 삼성래미안아파트,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-464-5707,,37.40132904,126.9248886
늘봄약국,경기도 안양시 만안구 박달로 531 (박달동),월(9/16) 추석 연휴09:00 - 21:30 | 화(9/17) 추석09:00 - 21:30 | 수(9/18) 추석 연휴09:00 - 21:30 | 목 09:00 - 21:30 | 금 09:00 - 21:30 | 토 09:00 - 21:30 | 일 09:00 - 21:30,031-465-0111,,37.40276337,126.9118195
청원약국,경기도 안양시 만안구 안양로 340 (안양동),월(9/16) 추석 연휴09:00 - 15:00 | 화(9/17) 추석09:00 - 15:00 | 수(9/18) 추석 연휴09:00 - 15:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 20:00 | 일 09:00 - 15:00,031-466-2440,,37.40205765,126.9190598
메디팜안심약국,경기 안양시 만안구 관악대로 14,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 18:00,031-466-4322,,37.39470291,126.9268112
세은약국,경기도 안양시 만안구 박달로 500 (박달동),월(9/16) 추석 연휴09:00 - 13:00 | 화(9/17) 추석09:00 - 13:00 | 수(9/18) 추석 연휴09:00 - 13:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 09:00 - 14:00,0507-1359-8258,,37.40241241,126.9081268
한일약국,경기도 안양시 만안구 충훈로 87 (석수동),월(9/16) 추석 연휴09:00 - 13:00 | 화(9/17) 추석09:00 - 13:00 | 수(9/18) 추석 연휴09:00 - 13:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 10:00 - 16:00 | 일 09:00 - 13:00,031-471-3892,,37.40752029,126.8987503
세화약국,경기 안양시 만안구 안양로 455-1 1층 세화약국,화 08:30 - 20:30 | 수 08:30 - 20:30 | 목 08:30 - 20:30 | 금 08:30 - 20:30 | 토 08:30 - 18:00 | 일 정기휴무 (매주 일요일) | 월 08:30 - 20:30,031-471-4122,https://www.sewhapill.com/,37.41053009,126.9113312
곰약국,경기도 안양시 만안구 안양로510번길 18 (석수동),월(9/16) 추석 연휴09:30 - 22:30 | 화(9/17) 추석09:30 - 22:30 | 수(9/18) 추석 연휴09:30 - 22:30 | 목 08:30 - 22:30 | 금 08:30 - 22:30 | 토 08:30 - 22:30 | 일 09:30 - 22:30,031-472-0606,,37.41515732,126.9091797
세경온누리약국,경기도 안양시 동안구 달안로 112 (관양동),,031-476-0218,,37.3972702,126.9553375
굿모닝약국,경기도 안양시 동안구 시민대로 175 (비산동),,031-476-1723,,37.39134979,126.9504318
누가약국,경기 군포시 당산로135번길 3,화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:30 - 21:30 | 일 정기휴무 (매주 일요일) | 월 10:00 - 22:00,031-477-5814,,37.36320496,126.9443283
호계온누리약국,"경기도 안양시 동안구 경수대로 430 (호계동, 호계 e-편한세상아파트)",,031-477-7551,,37.36296844,126.9611664
엘지온누리약국,경기도 군포시 고산로151번길 25 (당정동),월(9/16) 추석 연휴11:00 - 21:00 | 화(9/17) 추석11:00 - 21:00 | 수(9/18) 추석 연휴11:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 20:00 | 일 정기휴무 (매주 일요일),031-477-9749,,37.34673691,126.9562683
최약국,경기 안산시 단원구 선부광장1로 66 203호,수 09:00 - 18:30 | 목 정기휴무 (매주 목요일) | 금 09:00 - 18:30 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:30 | 화 09:00 - 18:30,031-480-0410,https://blog.naver.com/choi_yaksa,37.33612061,126.811615
청암약국,경기도 안산시 단원구 원포공원1로 46 (초지동),월(9/16) 추석 연휴10:00 - 22:00 | 화(9/17) 추석10:00 - 22:00 | 수(9/18) 추석 연휴10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 22:00 | 일 10:00 - 22:00,031-480-4876,,37.30311584,126.8129196
백강약국,경기 용인시 처인구 금령로 62,화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일) | 월 08:30 - 19:00,031-333-2270,,37.23465729,127.2032623
일등365약국,경기도 안산시 단원구 선이로2길 20 (선부동),매일 10:00 - 22:00 ,031-483-1442,,37.34268188,126.8028183
모아약국,경기도 안산시 단원구 원초로 30 (원곡동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 09:00 - 13:00,031-480-1276,,37.32839966,126.8016968
새롬약국,경기 안산시 단원구 선부광장1로 118,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-484-6659,,37.33278275,126.8120575
수암마트약국,"경기도 안산시 상록구 수암1길 7 (수암동, 선경탑스빌2차)",월 09:00 - 21:30 | 화 09:00 - 21:30 | 수 09:00 - 21:30 | 목 09:00 - 21:30 | 금 09:00 - 21:30 | 토 09:00 - 21:00 | 일 정보없음,031-485-5775,,37.36334991,126.8768234
동의당약국,경기도 안산시 단원구 와동공원로 145 (와동),,031-486-1146,,37.34452438,126.8212967
오박사약국,경기도 안산시 단원구 고잔로 76 (고잔동),월 09:00 - 19:30 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일),031-487-0137,,37.31884003,126.834877
도원약국,경기도 안산시 단원구 원곡로 41 (원곡동),매일 09:00 - 21:30 ,031-494-2889,https://blog.naver.com/dwpharm_ansan,37.33095169,126.7930222
참약국,경기 안산시 단원구 고잔2길 45 104호,수 09:00 - 19:20 | 목 09:00 - 19:20 | 금 09:00 - 19:50 | 토 09:00 - 15:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:20 | 화 09:00 - 19:50,031-503-6655,,37.31791687,126.8360977
동아약국,경기 시흥시 정왕대로 230 제일프라자(중심상가3길 15),수 09:00 - 19:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 21:00 | 화 09:00 - 21:00,031-504-4477,,37.34496689,126.7385101
정다운약국,경기도 남양주시 화도읍 경춘로 1943-6,월 09:00 - 19:30 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 17:00 | 일 정보없음,031-511-7092,,37.65168762,127.3041229
사랑약국,경기 남양주시 와부읍 덕소리 474-30,수 08:00 - 20:00 | 목 08:00 - 20:00 | 금 08:00 - 20:00 | 토 08:00 - 17:00 | 일 09:00 - 17:00 | 월 08:00 - 20:00 | 화 08:00 - 20:00,031-521-0053,,37.58605194,127.2130661
용한약국,경기 남양주시 퇴계원읍 퇴계원로 93 도심빌딩,수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 21:00 | 화 09:00 - 21:00,031-527-1188,,37.65487671,127.1439819
프라자약국,경기도 포천시 일동면 화동로 1064-1,월(9/16) 추석 연휴10:00 - 18:00 | 화(9/17) 추석10:00 - 18:00 | 수(9/18) 추석 연휴10:00 - 18:00 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 14:00 | 일 정기휴무 (매주 일요일),031-532-1128,,37.95825958,127.3183441
365우리약국,경기도 포천시 일동면 화동로 1056,월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 20:00 | 일 10:00 - 20:00,031-533-6127,,37.95748138,127.3178787
솔모루약국,경기도 포천시 소흘읍 솔모루로78번길 15,월(9/16) 추석 연휴09:00 - 20:00 | 화(9/17) 추석09:00 - 20:00 | 수(9/18) 추석 연휴09:00 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 20:00 | 일 정기휴무 (매주 일요일),0507-1420-2445,,37.8277626,127.1482925
송우태평양약국,경기도 포천시 소흘읍 솔모루로 98-8,매일 08:30 - 20:30 ,031-543-8053,,37.82952118,127.1485138
엔젤약국,경기 포천시 소흘읍 솔모루로 41 1층 102호,화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일) | 월 08:30 - 19:00,031-544-1469,,37.82616806,127.1438904
본약국,경기 구리시 건원대로99번길 134 1층,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 14:00 | 일 09:30 - 13:30 | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-565-7377,,37.60446167,127.1393127
소중한약국,경기도 남양주시 퇴계원읍 퇴계원로 70-1,월(9/16) 추석 연휴09:00 - 16:00 | 화(9/17) 추석09:00 - 16:00 | 수(9/18) 추석 연휴09:00 - 16:00 | 목 09:00 - 22:00 | 금 09:00 - 20:00 | 토 정보없음 | 일 09:00 - 17:00,031-571-7233,,37.65264511,127.1429977
진주약국,경기도 남양주시 오남읍 진건오남로 629-1,월(9/16) 추석 연휴10:00 - 16:00 | 화(9/17) 추석10:00 - 16:00 | 수(9/18) 추석 연휴10:00 - 16:00 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),031-575-4974,,37.68927002,127.211731
덕소메디칼약국,경기 남양주시 와부읍 덕소로97번길 13 이레빌딩 102호,수 09:00 - 19:10 | 목 09:00 - 19:10 | 금 09:00 - 19:10 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:10 | 화 09:00 - 19:10,031-577-3535,,37.58612823,127.2136459
다나약국,경기도 남양주시 와부읍 덕소로 224,,031-577-8339,,37.57951736,127.2210236
미래약국,경기 남양주시 늘을2로 20 CH리베로1,,031-591-9104,,37.65448761,127.2441025
송우약국,경기도 남양주시 화도읍 마석중앙로 70-1,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정보없음,031-593-0033,,37.65217209,127.3074493
아침햇살약국,경기 남양주시 의안로 121-20 우영프라자 108호,수 09:00 - 20:00 | 13:30 - 14:00 휴게시간 | 목 09:00 - 20:00 | 13:30 - 14:00 휴게시간 | 금 09:00 - 20:00 | 13:30 - 14:00 휴게시간 | 토 09:00 - 18:00 | 14:00 - 15:00 휴게시간 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 13:30 - 14:00 휴게시간 | 화 09:00 - 20:00 | 13:30 - 14:00 휴게시간,031-595-0746,,37.6428299,127.2370605
하나약국,경기도 평택시 서정북로 79 (서정동),월(9/16) 추석 연휴09:00 - 22:00 | 화(9/17) 추석09:00 - 22:00 | 수(9/18) 추석 연휴09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일 09:00 - 22:00,031-611-4048,,37.07099915,127.0582123
죠이온누리약국,경기도 화성시 동탄반석로 124 (반송동),월 08:30 - 18:40 | 화 08:30 - 18:40 | 수 08:30 - 20:30 | 목 08:30 - 18:40 | 금 08:30 - 18:40 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일),031-613-0556,,37.20000839,127.0715332
나루약국,경기도 화성시 동탄솔빛로 48 (반송동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 17:00 | 일 정보없음,031-613-1007,,37.19314957,127.0733795
우림약국,경기 화성시 10용사로 343-2 폴리클리닉,수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:30 | 화 09:00 - 19:30,031-613-5332,,37.19942474,127.0558243
동탄우리약국,경기도 화성시 동탄지성로 139 (능동),매일 09:00 - 22:00 ,0507-1420-5360,,37.20932007,127.0601425
하늘약국,경기도 화성시 동탄반석로 196 (반송동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 16:00 | 일 정보없음,031-613-8229,,37.20608902,127.0724487
아이사랑해든약국,"경기도 화성시 동탄중앙로 200 (반송동, 메타폴리스)",월 08:30 - 21:00 | 화 08:30 - 21:00 | 수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 08:30 - 21:00 | 일 정보없음,031-613-9982,,37.20282745,127.0688782
야탑스마일약국,경기도 성남시 분당구 야탑로81번길 10 (야탑동),월(9/16) 추석 연휴09:00 - 12:30 | 화(9/17) 추석09:00 - 12:30 | 수(9/18) 추석 연휴09:00 - 12:30 | 목 09:00 - 17:50 | 금 09:00 - 17:50 | 토 09:00 - 13:00 | 일 09:00 - 13:00,031-622-0101,,37.41059875,127.128212
야탑그린약국,경기도 성남시 분당구 야탑로81번길 10 (야탑동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정보없음,031-622-0308,,37.41059875,127.128212
마리약국,경기 이천시 경충대로 2564,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-631-0173,,37.27521896,127.4481506
새이천약국,경기 이천시 경충대로 2750,화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 정기휴무 (매주 토요일) | 일 정기휴무 (매주 일요일) | 월 08:30 - 18:30,031-631-0688,,37.28297043,127.4320984
최약국,경기도 이천시 어재연로10번길 60 (중리동),월 08:00 - 20:00 | 화 08:00 - 20:00 | 수 08:00 - 20:00 | 목 08:00 - 20:00 | 금 08:00 - 20:00 | 토 08:00 - 18:00 | 일 정보없음,0507-1350-2038,,37.27750778,127.446312
푸른약국,경기도 이천시 경충대로 2566 (중리동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 16:00 | 일 정보없음,031-636-6205,,37.27500534,127.4479599
우리온누리약국,경기 이천시 이섭대천로 1236 1층 우리온누리약국,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,0507-1319-9637,https://blog.naver.com/woorionnuri_icheon,37.28043365,127.4471207
창호약국,경기도 이천시 백사면 이여로88번길 18,,031-638-0086,,37.30628586,127.4641495
신하온누리약국,경기도 이천시 부발읍 경충대로 2257,월(9/16) 추석 연휴14:00 - 18:00 | 화(9/17) 추석14:00 - 18:00 | 수(9/18) 추석 연휴14:00 - 18:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 17:30 | 일 14:30 - 17:30,031-638-8708,,37.26031876,127.4757843
부부약국,경기도 이천시 장호원읍 장터로 45-10,,031-641-6628,,37.11647034,127.629715
으뜸약국,경기 이천시 장호원읍 장호원리 41-4,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정보없음,031-642-3344,,37.11772156,127.632225
합정약국,경기도 평택시 조개터로42번길 60-1 (합정동),월(9/16) 추석 연휴08:30 - 23:00 | 화(9/17) 추석08:30 - 23:00 | 수(9/18) 추석 연휴08:30 - 23:00 | 목 08:30 - 23:00 | 금 08:30 - 23:00 | 토 08:30 - 23:00 | 일 08:30 - 23:00,031-651-3241,,36.99011993,127.1061172
태평양약국,경기도 평택시 청북읍 청북중앙로 298-35,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 17:00 | 일 09:00 - 17:00,031-651-7233,,36.99049759,127.1156845
마트종로약국,경기도 평택시 영신로 29 (지제동),월(9/16) 추석 연휴10:00 - 21:50 | 화(9/17) 추석10:00 - 21:50 | 수(9/18) 추석 연휴10:00 - 21:50 | 목 10:00 - 21:50 | 금 10:00 - 21:50 | 토 10:00 - 21:50 | 일 10:00 - 21:50,0507-1305-9631,,37.02111816,127.0755386
시민약국,경기도 평택시 중앙1로56번길 22-10 (비전동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 정보없음,031-652-8422,,36.99673843,127.0882721
공도현대약국,경기 안성시 공도읍 승두길 60 공도현대약국,수 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 목 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 금 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 화 09:00 - 19:00 | 13:00 - 14:00 휴게시간,031-654-4613,,36.99982834,127.1728516
건강약국,경기도 평택시 평택2로20번길 8 (평택동),월(9/16) 추석 연휴08:30 - 15:00 | 화(9/17) 추석08:30 - 15:00 | 수(9/18) 추석 연휴08:30 - 15:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 15:00 | 일 정보없음,031-657-4196,,36.99274445,127.0887756
